composition,trial,time,biomass (g/L),ethanol (mM),acetate (mM),butanol (mM),butyrate (mM),N2,CO,CO2,H2,flow rate (mL/min),biomass rate,ethanol rate,acetate rate,butanol rate,butyrate rate
1.0,1.0,1.8000000000000003,0.5030433096315475,11.589764705882413,45.02124886877853,1.8291803490627117,3.8484007756949135,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.05989140271493221,5.977990950226264,-4.327764705882373,3.0622081447963945,3.606352941176487
1.0,1.0,1.9000000000000004,0.5103425985778953,12.083031674208208,44.54114414996792,2.163335488041382,4.194091790562401,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07299288946347793,4.932669683257949,-4.801047188106082,3.3415513897867033,3.456910148674872
1.0,1.0,2.0,0.5178603749192011,12.575797888386191,43.99978151260528,2.5172255979314935,4.516610644257726,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07517776341305793,4.927662141779834,-5.413626373626386,3.538901098901115,3.2251885369532562
1.0,1.0,2.1,0.5254673561732413,13.062301659125257,43.41480155139001,2.8830355526826263,4.816366731307933,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07606981254040135,4.8650377073906625,-5.84979961215268,3.6580995475113287,2.997560870502065
1.0,1.0,2.2,0.5330084033613475,13.536117647058893,42.80887394958006,3.251075630252118,5.094924369747926,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0754104718810622,4.738159879336354,-6.059276018099524,3.6804007756949186,2.785576384399935
1.0,1.0,2.3000000000000003,0.5403025210084063,13.99015686274517,42.20969747899182,3.609781512605061,5.355002801120477,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07294117647058784,4.540392156862776,-5.991764705882403,3.5870588235294276,2.6007843137255104
1.0,1.0,2.4000000000000004,0.54714285714286,14.416666666666739,41.650000000000226,3.945714285714307,5.60047619047622,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06840336134453784,4.265098039215687,-5.596974789915947,3.3593277310924607,2.454733893557428
1.0,1.0,2.5,0.5542857142857173,14.87000000000008,41.09000000000022,4.291428571428594,5.8742857142857465,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857229,4.5333333333334025,-5.600000000000094,3.4571428571428697,2.738095238095264
1.0,1.0,2.6,0.5614285714285744,15.323333333333412,40.530000000000214,4.637142857142882,6.148095238095272,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857117,4.533333333333331,-5.600000000000023,3.4571428571428786,2.738095238095255
1.0,1.0,2.7,0.5685714285714316,15.776666666666749,39.97000000000021,4.982857142857169,6.421904761904798,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857229,4.533333333333367,-5.600000000000023,3.4571428571428697,2.738095238095264
1.0,1.0,2.8000000000000003,0.5757142857142887,16.230000000000086,39.41000000000021,5.328571428571456,6.695714285714322,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857117,4.533333333333367,-5.600000000000023,3.4571428571428697,2.7380952380952372
1.0,1.0,2.9000000000000004,0.582857142857146,16.683333333333422,38.85000000000021,5.674285714285745,6.969523809523848,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857229,4.533333333333367,-5.600000000000023,3.4571428571428875,2.738095238095255
1.0,1.0,3.0,0.5900000000000032,17.136666666666756,38.290000000000205,6.0200000000000315,7.243333333333373,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07142857142857229,4.533333333333331,-5.600000000000023,3.4571428571428697,2.738095238095255
1.0,1.0,3.1000000000000005,0.597495798319331,17.578789915966478,37.72732773109264,6.361630252100873,7.542168067226932,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07495798319327784,4.421232492997227,-5.626722689075621,3.4163025210084186,2.9883473389355864
1.0,1.0,3.2,0.6050504201680705,18.019044817927266,37.16421008403381,6.702579831932809,7.84517366946783,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07554621848739562,4.402549019607882,-5.631176470588315,3.4094957983193552,3.030056022408978
1.0,1.0,3.3,0.6124149967679412,18.465335918983072,36.602531351002135,7.045728506787368,8.134704158586555,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07364576599870665,4.462911010558059,-5.616787330316768,3.4314867485455913,2.8953048911872514
1.0,1.0,3.4000000000000004,0.6193859082094408,18.924130575307146,36.04383322559812,7.393432449903077,8.396321913380781,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06970911441499639,4.587946563240735,-5.58698125404014,3.477039431157092,2.6161775479422644
1.0,1.0,3.5,0.6258047834518456,19.400458952811995,35.489314802844405,7.747524240465458,8.618797672915367,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06418875242404809,4.763283775048492,-5.545184227537163,3.540917905623804,2.2247575953458565
1.0,1.0,3.6000000000000005,0.6315585003232096,19.897914027149426,34.939832579185705,8.109312863607023,8.794110536522348,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.05753716871363945,4.974550743374309,-5.494822236586998,3.617886231415657,1.753128636069814
1.0,1.0,3.7,0.6365791855203654,20.418651583710513,34.39590045248887,8.479583710407283,8.917447963800953,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.050206851971558164,5.2073755656108744,-5.439321266968378,3.702708468002598,1.2333742727860475
1.0,1.0,3.8000000000000007,0.6408442146089239,20.963390217625623,33.85768972204284,8.858598577892742,8.987205774617587,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.04265029088558525,5.447386339151095,-5.3821073044602485,3.790148674854592,0.6975781081663435
1.0,1.0,3.9000000000000004,0.6443762120232743,21.53141133376439,33.32502908855867,9.246095669036894,9.004988149105843,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.03531997414350396,5.6802111613876605,-5.326606334841699,3.8749709114415154,0.17782374488255925
1.0,1.0,4.0,0.6472430510665839,22.120559146735737,32.79740465416953,9.64128959276023,8.975607627666498,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.028668390433095325,5.891478129713477,-5.276244343891392,3.9519392372333684,-0.29380521439344776
1.0,1.0,4.1000000000000005,0.6495578539107987,22.72724068088786,32.27395992243068,10.042871363930242,8.907085110967511,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.02314802844214814,6.0668153415212345,-5.2344473173885575,4.015817711700116,-0.6852251669898735
1.0,1.0,4.2,0.6514789915966422,23.346425770308247,31.753495798319495,10.4490084033614,8.810649859944023,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.019211376858435658,6.191850894203874,-5.204641241111823,4.061370394311581,-0.9643525102348782
1.0,1.0,4.300000000000001,0.6532100840336169,23.971647058823656,31.23447058823546,10.857344537815186,8.700739495798365,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.017310924369746683,6.252212885154087,-5.190252100840347,4.0833613445378525,-1.099103641456587
1.0,1.0,4.4,0.6550000000000036,24.55029411764719,30.79864705882369,11.241941176470649,8.635352941176516,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.01789915966386668,5.786470588235346,-4.358235294117705,3.845966386554629,-0.6538655462184906
1.0,1.0,4.5,0.6572941176470624,25.153490196078565,30.33723529411781,11.647098039215749,8.596019607843182,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0229411764705878,6.031960784313739,-4.614117647058791,4.051568627451001,-0.3933333333333344
1.0,1.0,4.6000000000000005,0.6596134453781547,25.787960353372256,29.824639948287164,12.069419090713273,8.534008187890587,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.023193277310923355,6.344701572936913,-5.125953458306469,4.223210514975246,-0.620114199525954
1.0,1.0,4.7,0.6618513251454463,26.449027795733816,29.23859211376874,12.502120232708535,8.4300555914674,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.022378797672916173,6.610674423615599,-5.860478345184248,4.3270114199526155,-1.03952596423186
1.0,1.0,4.800000000000001,0.663920491273436,27.131823960353515,28.56282159017468,12.93911333764282,8.269341736694722,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.020691661279896856,6.827961646196989,-6.757705235940605,4.369931049342846,-1.6071385477267874
1.0,1.0,4.9,0.6655089343429679,27.812393765198372,27.751407678455987,13.355253524486711,8.004789415766306,59.99999999999997,19.999999999999982,14.999999999999993,4.999999999999996,19.999999999999982,0.015884430695318752,6.805698048448576,-8.114139117186916,4.161401868438919,-2.645523209284164
1.0,1.0,5.0,0.6669069166127989,28.507640594699403,26.85714043309631,13.771157078215897,7.6850525210084015,59.99999999999997,19.999999999999982,14.999999999999993,4.999999999999996,19.999999999999982,0.013979822698310107,6.952468295010306,-8.942672453596785,4.159035537291853,-3.19736894757904
1.0,1.0,5.1000000000000005,0.6681144380829254,29.21756444885645,25.88001985409548,14.186823998830297,7.310131052420967,59.99999999999997,19.999999999999982,14.999999999999993,4.999999999999996,19.999999999999982,0.012075214701264825,7.099238541570472,-9.771205790008288,4.156669206144006,-3.7492146858743425
1.0,1.0,5.2,0.6691314987533473,29.942165327669514,24.8200459414535,14.602254286329913,6.880025010004001,59.99999999999998,19.999999999999982,14.999999999999995,4.999999999999996,19.999999999999982,0.010170606704219542,7.246008788130638,-10.599739126419792,4.154302874996159,-4.301060424169663
1.0,1.0,5.300000000000001,0.6699580986240649,30.681443231138594,23.677218695170374,15.017447940714746,6.394734393757503,59.99999999999998,19.999999999999982,14.999999999999995,4.999999999999996,19.999999999999982,0.00826599870717537,7.392779034690804,-11.42827246283126,4.151936543848329,-4.852906162464983
1.0,1.0,5.4,0.6705942376950779,31.43539815926369,22.4515381152461,15.432404961984794,5.8542592036814725,59.99999999999998,19.999999999999982,14.999999999999995,4.999999999999996,19.999999999999982,0.006361390710130088,7.53954928125097,-12.256805799242727,4.149570212700482,-5.404751900760303
1.0,1.0,5.5,0.6710399159663863,32.204030112044805,21.143004201680675,15.84712535014006,5.25859943977591,59.999999999999986,19.999999999999986,14.999999999999996,4.9999999999999964,19.999999999999986,0.004456782713084806,7.686319527811136,-13.085339135654266,4.147203881552652,-5.956597639055623
1.0,2.0,0.0,0.38957315233786033,16.55914660633493,15.069056108597366,0.18047179487179585,0.06098823529411799,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.014675716440422093,-3.872787330316747,-5.614687782805454,0.25965007541478263,-0.13192760180995527
1.0,2.0,0.10000000000000009,0.3818476621417819,15.938629864253478,15.609204524886966,0.21148929110105696,0.05064796380090527,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.07725490196078433,-6.205167420814526,5.401484162896004,0.31017496229261116,-0.10340271493212719
1.0,2.0,0.20000000000000018,0.3723665158371061,15.17861266968334,17.36626877828064,0.24728325791855338,0.047440723981900745,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.0948114630467578,-7.6001719457013905,17.570642533936756,0.35793966817496414,-0.032072398190045245
1.0,2.0,0.30000000000000004,0.3661900452488707,14.405508295626017,20.432461538461652,0.2871945701357482,0.05492911010558103,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.06176470588235394,-7.73104374057322,30.661927601810106,0.39911312217194794,0.07488386123680288
1.0,2.0,0.40000000000000013,0.3636871363930207,13.745650075414854,25.029451842275506,0.32047317388494034,0.05741672053436796,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.02502908855850028,-6.598582202111629,45.96990303813854,0.3327860374919217,0.02487610428786924
1.0,2.0,0.5,0.35946089204912923,13.012533936651653,30.997415643180517,0.36067226890756504,0.07574402068519767,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.04226244343891461,-7.331161387632008,59.67963800905011,0.401990950226247,0.18327300150829715
1.0,2.0,0.6000000000000001,0.3562663219133827,12.322651583710472,37.70546089204933,0.41074466709761054,0.118083387201035,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.03194570135746533,-6.8988235294118105,67.08045248868814,0.500723981900455,0.42339366515837334
1.0,2.0,0.7000000000000002,0.3543361344537834,11.784389140271555,44.530200387847685,0.47310795087265933,0.1899056237879779,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.019301874595992752,-5.382624434389172,68.24739495798354,0.623632837750488,0.7182223658694289
1.0,2.0,0.8,0.3540491273432469,11.316440853264442,51.07124757595372,0.5509166127989686,0.2950581771170024,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.0028700711053653016,-4.67948287007113,65.41047188106035,0.7780866192630931,1.0515255332902447
1.0,2.0,0.9000000000000001,0.3556444731738868,10.925904330963213,56.85778797672945,0.645204912734328,0.43471751777634376,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.01595345830639916,-3.9053652230122893,57.86540400775728,0.9428829993535937,1.3965934065934138
1.0,2.0,1.0,0.35885197155785586,10.589490627020094,61.499906916613114,0.727054945054949,0.5698765352294797,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.03207498383969054,-3.364137039431192,46.42118939883666,0.8185003232062105,1.351590174531359
1.0,2.0,1.1,0.3646287438052163,10.323294548588722,64.37648308554223,0.8304033613445424,0.746526610644262,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.05776772247360451,-2.661960784313724,28.765761689291196,1.0334841628959335,1.7665007541478228
1.0,2.0,1.2000000000000002,0.3730932988580067,10.110311139840606,65.22973798750303,0.9640413703943168,0.9707784960137955,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.08464555052790368,-2.129834087481157,8.532549019607956,1.336380090497744,2.2425188536953353
1.0,2.0,1.3000000000000003,0.38431674208144995,9.922589528118992,63.81848868778313,1.1333729799612215,1.2438733031674276,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.11223443223443264,-1.8772161172161361,-14.112492997198984,1.6933160956690474,2.730948071536321
1.0,2.0,1.4000000000000004,0.39416892911010765,9.89846369316963,61.39414781297166,1.3445688429217915,1.5670286576169015,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.098521870286577,-0.24125834949362712,-24.243408748114703,2.111958629605699,3.2315535444947385
1.0,2.0,1.5,0.4015052790346929,10.093910708899,59.133488386123986,1.6012959276018188,1.9465441930618508,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07336349924585261,1.954470157293695,-22.60659426847674,2.5672708468002736,3.795155354449493
1.0,2.0,1.6,0.4084886877828076,10.385044343891458,56.59934298642564,1.898738461538472,2.373940271493226,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06983408748114706,2.9113363499245892,-25.34145399698346,2.974425339366531,4.273960784313751
1.0,2.0,1.7000000000000002,0.4151945701357488,10.727866321913437,54.16052307692337,2.230989528118952,2.8391294117647212,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06705882352941173,3.428219780219788,-24.388199095022713,3.3225106658047987,4.651891402714954
1.0,2.0,1.8000000000000003,0.42172850678733254,11.06791338073697,52.23934841628987,2.588933419521669,3.327945701357484,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0653393665158375,3.400470588235329,-19.21174660633497,3.579438914027171,4.888162895927626
1.0,2.0,1.9000000000000004,0.4290174531351025,11.362411118293531,50.964899806076545,2.982003878474483,3.8571557853911003,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07288946347769942,2.944977375565614,-12.744486102133266,3.9307045895281423,5.292100840336165
1.0,2.0,2.0,0.43628226675285725,11.667904761904824,49.948891618185996,3.3992786037492104,4.411979745744475,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07264813617754773,3.054936436112925,-10.160081878905487,4.172747252747273,5.5482396035337445
1.0,2.0,2.1,0.44344106873518874,11.97875328592982,49.156098685628365,3.8313716871364134,4.9811398405516325,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07158801982331486,3.1084852402499585,-7.927929325576315,4.32093083387203,5.691600948071578
1.0,2.0,2.2,0.4504033613445402,12.28811764705889,48.53475630252127,4.266621848739519,5.550789915966416,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06962292609351439,3.0936436112907018,-6.213423831070983,4.352501616031059,5.696500754147831
1.0,2.0,2.3000000000000003,0.45707002801120694,12.587960784313795,48.016560224089886,4.691092436974815,6.1045154061624975,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06666666666666765,2.998431372549053,-5.181960784313802,4.244705882352955,5.53725490196082
1.0,2.0,2.4000000000000004,0.4633333333333358,12.86904761904769,47.51666666666692,5.0885714285714565,6.623333333333368,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06263305322128876,2.810868347338946,-4.998935574229648,3.974789915966417,5.188179271708702
1.0,2.0,2.5,0.4700000000000024,13.161428571428644,46.84000000000025,5.497142857142887,7.160000000000039,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06666666666666599,2.923809523809542,-6.766666666666694,4.085714285714301,5.366666666666715
1.0,2.0,2.6,0.47666666666666924,13.453809523809596,46.16333333333358,5.905714285714318,7.696666666666708,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0666666666666682,2.923809523809524,-6.766666666666694,4.08571428571431,5.3666666666666885
1.0,2.0,2.7,0.48333333333333595,13.746190476190552,45.486666666666906,6.314285714285749,8.233333333333377,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0666666666666671,2.9238095238095596,-6.766666666666765,4.08571428571431,5.3666666666666885
1.0,2.0,2.8000000000000003,0.49000000000000266,14.038571428571505,44.810000000000244,6.722857142857179,8.770000000000046,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0666666666666671,2.923809523809524,-6.766666666666623,4.085714285714301,5.3666666666666885
1.0,2.0,2.9000000000000004,0.49666666666666925,14.33095238095246,44.13333333333357,7.131428571428609,9.306666666666716,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06666666666666599,2.9238095238095596,-6.766666666666765,4.085714285714301,5.366666666666706
1.0,2.0,3.0,0.5033333333333361,14.623333333333413,43.45666666666689,7.54000000000004,9.843333333333387,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0666666666666682,2.923809523809524,-6.766666666666765,4.08571428571431,5.366666666666706
1.0,2.0,3.1000000000000005,0.5106722689075658,14.91805042016815,42.8063529411767,7.934100840336177,10.438352941176525,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.0733893557422971,2.9471708683473707,-6.5031372549019295,3.9410084033613657,5.950196078431382
1.0,2.0,3.2,0.5181232492997226,15.21315686274518,42.16043137254925,8.325789915966432,11.043098039215746,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07450980392156858,2.951064425770298,-6.459215686274504,3.9168907563025535,6.047450980392206
1.0,2.0,3.3,0.5252122387416533,15.507005386770176,41.500319758672916,8.725270846800305,11.616422322775326,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.07088989441930704,2.938485240249964,-6.601116138763317,3.994809308338727,5.7332428355958065
1.0,2.0,3.4000000000000004,0.5315513897866868,15.798248222365954,40.810814479638225,9.140892049127391,12.124660633484226,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.06339151045033464,2.912428355957779,-6.895052790346909,4.156212023270864,5.08238310708899
1.0,2.0,3.5,0.5368390433096344,16.085837104072482,40.08009049773777,9.579146735617375,12.541628959276085,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.052876535229475774,2.8758888170652774,-7.307239819004536,4.382546864899837,4.169683257918599
1.0,2.0,3.6000000000000005,0.5408597285067902,16.36902327084689,39.29970135746627,10.044672915320026,12.848624434389208,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.040206851971558155,2.8318616677440644,-7.803891402715024,4.655261797026515,3.0699547511312275
1.0,2.0,3.7,0.5434841628959305,16.64735746606344,38.46457918552056,10.540253393665216,13.034425339366583,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.026244343891402844,2.7833419521655145,-8.351221719457058,4.955804783451896,1.8580090497737523
1.0,2.0,3.8000000000000007,0.544669252316314,16.920689937513558,37.573034690799595,11.066815772462892,13.095291101055874,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,0.011850894203835338,2.7333247145011796,-8.915444947209679,5.265623787976761,0.6086576168929092
1.0,2.0,3.9000000000000004,0.544458090928682,17.189170437405824,36.62675716440442,11.623432449903099,13.03496229260942,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.002111613876319973,2.684804998922665,-9.462775263951784,5.56616677440207,-0.6032880844645483
1.0,2.0,4.0,0.5429799612152582,17.453248222365964,35.6308144796382,12.207320620555981,12.864660633484231,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.014781297134238702,2.640777849601399,-9.9594268476622,5.83888170652882,-1.7030165912518846
1.0,2.0,4.1000000000000005,0.5404503339797487,17.713672053436852,34.593653092006214,12.813842275371755,12.603088989441996,60.00000000000031,20.000000000000107,15.000000000000078,5.000000000000027,20.000000000000107,-0.02529627235509424,2.6042383107088796,-10.371613876319827,6.065216548157739,-2.6157164404223465
